Column 0;Auteur;Column 2;Titel;Column 4;AlterTitel;Column 6;Serie;Column 8;Uitgever;Jaren2;Type;Column 12;Code;Column 14;Onderwerp1;Column 16;Onderwerp2;Column 18;Inhoud;Column 20;InvoerDatum
5042;Hook, D .D.;	;Madmen of History;	;Madmen of History;	;;	;J. David Publ.;	0	1976	;biografieën;	;b504e;	;Iwan IV de verschrikkelijke van Rusland, e.a.;	;paus Alexander VI Borgia, Grigori Efimovitsj Raspoetin, Adolf Hitler, Benito Mussolini, Adolf Eichmann;	;;;NULL
5202;Mast, P.;	;Die Hohenzollern (in Lebensbildern);	;Die Hohenzollern (in Lebensbildern);	;In Lebensbildern;	;Verlag Syria;	1988	1988	;biografieën;	;b520d;	;Frederik II de grote van Pruisen, e.a.;	;Frederik Willem I van Pruisen, Frederik Willem IV van Pruisen, Frederik I van Pruisen, Frederick Willem II van Pruisen, Frederik Willem de grote keurvorst van Pruisen, Wilhelm II van Duitsland, Frederik III van Duitsland, Wilhelm I van Duitsland;	;xï;;NULL
5212;Nelson, W.H.;	;Die Hohenzollern (Reichsgründer und Soldatenkönige);	;Soldier Kings (The House of Hohenzollern);	;;	;Diederichs;	1970	1998	;studie;	;b521d;	;Frederik II de grote van Pruisen, e.a.;	;Frederik Willem I van Pruisen, Frederik Willem IV van Pruisen, Frederik I van Pruisen, Frederick Willem II van Pruisen, Frederik Willem de grote keurvorst van Pruisen, Wilhelm II van Duitsland, Frederik III van Duitsland, Wilhelm I van Duitsland;	;xt;;NULL
5222;Neumann, H.J.;	;Erbkrankheiten in europäischen Fürstenhäusern;	;Erbkrankheiten in europäischen Fürstenhäusern;	;;	;Edition Q;	1993	1993	;studie;	;b522d;	;Victoria van Groot-Brittannië, e.a.;	;Frederik Willem I van Pruisen, Karel II van Spanje, Leopold I van Oostenrijk, Filips II van Spanje, Frederik II de grote van Pruisen, Frederik Willem IV van Pruisen, Rudolf II van Oostenrijk, Georg Willem van Brandenburg, Johann Sigismund van Brandenburg;	;xï;;NULL
3107;Borchardt, E. & J.;	;Mecklenburgs Herzöge (Ahnengalerie Schloss Schwerin);	;Mecklenburgs Herzöge (Ahnengalerie ..);	;;	;Demmler Verlag;	0	1991	;biografieën;	;z310d;	;Albrecht I van Zweden en Mecklenburg, e.a.;	;Christiaan Ludwig I van Mecklenburg, Adolf Frederik I van Mecklenburg, Katharina Iwanowna van Rusland, Christiaan Ludwig II van Mecklenburg, Johan IV van Mecklenburg, Albrecht VII de schone van Mecklenburg, Johan VII van Mecklenburg, Sophie van Holstein;	;i;;NULL
5232;Knodt, M.;	;Die Regenten von Hessen-Darmstadt;	;Die Regenten von Hessen-Darmstadt;	;;	;Schlapp Darmstadt;	1976	1989	;biografieën;	;b523d;	;Ludwig IX van Hessen-Darmstadt, e.a.;	;Ludwig IV van Hessen, Ludwig VI van Hessen-Darmstadt, George I van Hessen-Darmstadt, Ludwig X van Hessen-Darmstadt, Caroline van De Palts-Zweibrücken, Louise van Hessen-Darmstadt, Ludwig II van Hessen;	;xi;;NULL
2824;Dallmeier, M. & Schad, M.;	;Das Fürstliche Haus Thurn und Taxis (300 Jahre Geschichte..);	;Das Fürstliche Haus Thurn und Taxis;	;;	;Friedrich Pustet;	1996	1996	;biografieën;	;l282d;	;Johannes van Thurn und Taxis, e.a.;	;Maximilian Anton van Thurn und Taxis, Helene van Beieren, Albert II van Thurn und Taxis, Karl Anselm van Thurn und Taxis, Lamoral Claudius van Taxis, Anselm Franz van Thurn und Taxis, Johann Baptist van Thurn-Valsassina, Therese van Mecklenburg-Strelitz;	;xi;;NULL
3117;Klauser, H.;	;Lexikon deutscher Herrscher und Fürstenhäuser;	;Lexikon deutscher Herrscher und Fürstenhäuser;	;;	;Ullstein Lexikon;	1995	1995	;naslagwerk;	;z311d;	;Frederik II de grote van Pruisen, e.a.;	;Frederik II van Hohenstaufen, Frederik I Barbarossa van Duitsland, Frans Jozef I van Oostenrijk, Hendrik VI van Duitsland, Frederik Willem I van Pruisen, Lodewijk de vrome van Frankenland, Otto I van Duitsland, Rudolf II van Oostenrijk;	;pï;;NULL
5242;Hallendorff, C., e.a.;	;History of Sweden;	;;	;Delaware Edition;	;C.E. Fritze Ltd.;	1929	1938	;studie;	;b524e;	;Karel XII van Zweden, Erik XIV van Zweden, e.a.;	;Sten Sture, Gustaaf I Wasa van Zweden, Gustaaf II Adolf van Zweden, Karel XI van Zweden, Gustaaf III van Zweden, Karel X Gustaaf van Zweden, Johan III van Zweden, Margaretha I van Denemarken, Gustaaf IV Adolf van Zweden, Karl VIII Knutsson Bonde;	;xï;;NULL
5252;Andics, H.;	;Die Frauen der Habsburger;	;Die Frauen der Habsburger;	;;	;Molden;	1969	1969	;studie;	;b525d;	;Sissi van Beieren, Charlotte van België, e.a.;	;Maria Theresia van Oostenrijk, Johanna de waanzinnige van Kastilië, Stephanie van België, Maria de rijke van Bourgondië, Zita van Bourbon-Parma, Anna van Hongarije, Frans Jozef I van Oostenrijk, Sophie van Beieren, Filips II van Spanje;	;xï;;NULL
5262;Lal, K.S.;	;The Mughal Harem;	;The Mughal Harem;	;;	;Aditya Prakashan;	1988	1988	;studie;	;b526e;	;Akbar de grote van India, e.a.;	;Babar van India, Shah Jahan van India, Arengzeb van India, Humayun van India, Jahangir van India, Nur Jahan, Mumtaz Mahal van India, Jahan Ara van India, Roshan Ara van India;	;xï;;NULL
2370;Plumb, J.H.;	;The First Four Georges;	;The First Four Georges;	;British Monarchs Series V;	;Fontana / Collins;	1956	1977	;biografieën;	;p237e;	;George III van Groot-Brittannië en Hannover, e.a.;	;George I van Groot-Brittannië en Hannover, George IV van Groot-Brittannië, George II van Groot-Brittannië, Caroline van Brandenburg-Ansbach, Caroline van Brunwijk-Wolffenbüttel, Charlotte van Mecklenburg-Strelitz, Sophia Charlotte von Kielmansegge;	;xï;;NULL
3127;Costain, Th. B.;	;The Last Plantagenets (The pageant of England 1377-1485);	;The Last Plantagenets (The pageant of England..);	;The pageant of England 1377-1485 (IV);	;Tandem London;	1962	1973	;studie;	;z312e;	;Hendrik V van Engeland, e.a.;	;Hendrik VI van Engeland, Richard II van Engeland, Edward IV van Engeland, Hendrik IV van Engeland, Jan van Gent van Engeland, Owen Glendower, Hendrik VII van Engeland, Margaretha van Anjou, Richard III van Engeland, Richard Neville van Warwick;	;xï;;NULL
2844;Douglas, H.;	;Bonnie Prince Charlie in love (The Private Passions..);	;Bonnie Prince Charlie in love;	;;	;Allan Sutton;	1995	1995	;biografie;	;l284e;	;Charles Edward Stuart van Schotland, 'Bonnie Prince Charlie';	;Jacobus II & VII van Engeland en Schotland, Louise van Stolberg, Flora MacDonald, Henry Stuart van Schotland, Charlotte van Albany, Clementine Walkinshaw, Louise Gabrielle Julie de Rohan-Soubise;	;xï;;NULL
5272;Haldane, Ch.;	;Queen of hearts (Marguerite of Valois 'La Reine Margot'' ..);	;Queen of hearts;	;;	;Constable London;	1968	1968	;biografie;	;b527e;	;Margaretha van Frankrijk;	;Hendrik IV van Frankrijk, Catharina de' Medici, Karel IX van Frankrijk, Hendrik III van Frankrijk, Frans II van Frankrijk, Frans van Frankrijk-Alençon, Hendrik de Guise van Lotharingen, Joseph de Boniface de la Molle, Hendrik van Bourbon-Condé;	;xï;;NULL
3137;Alen, R., Dahlquist, A.M.;	;Royal Families of Medieval Scandinavia, Flanders and Kiev;	;Royal Families of Medieval Scandinavia..;	;;	;King River Publication;	1997	1997	;studie;	;z313e;	;Harald I Blauwtand van Denemarken, Birger Brosa, e.a.;	;Magnus III Laduslås van Zweden, Harald III Hårdråde van Noorwegen, Vladimir I van Kiev, Boudewijn V van Vlaanderen, Sven I Gaffelbaard van Denemarken, Waldemar I de grote van Denemarken, Knut de grote van Denemarken, Olav I Tryggvesson v Noorwegen;	;x;;NULL
5282;Gribble, F.;	;The Royal House of Portugal;	;The Royal House of Portugal;	;;	;Kennikat Press;	1915	1970	;verhalen;	;b528e;	;Manuel II van Portugal, Amelie van Frankrijk-Orléans, e.a.;	;Sebastiaan I van Portugal, Carlos I van Portugal, Maria II da Gloria van Portugal, Catharina van Bragança, Alfonso VI van Portugal, Pedro II van Portugal, Joao V van Portugal, Joao I van Portugal , Luis I van Portugal, Pedro I de wreker van Portugal;	;ïx;;NULL
2854;Mervin, S., Prunhuber, C.;	;Women (Around the World and Through the Ages);	;Femmes, Les Grands Myths Féminins à Travers le..;	;;	;Atomium Books;	1987	1990	;biografieën;	;l285e;	;Mumtaz Mahal van India, Pokou van Ashanti, e.a.;	;Cleopatra VII van Egypte, Isabella I de katholieke van Kastilië, Christina van Zweden, T'zu-hsi van China, Theodora van Byzantium, Marie I Stuart van Schotland, Grace Kelly, Indira Gandhi, Erszébet Bathory, Semiramis van Babylonië, Boadicca, Roxelana;	;i;;NULL
8912;Easton, R.;;Royal Dates with Destiny;;NULL;;;;Amberley;2010 2010;naslagwerk;NULL;b891e;NULL;Lola Montez, Hendrik IV van Engeland, e.a.;NULL;Christoph "Kiko" von Hohenlohe, Don Carlos van Spanje, Filips V van Spanje, Karel VIII van Frankrijk, Kamehameha I van Hawaiï, Osman II van Turkije, Caroline of Brunswick, Horatio Nelson;NULL;ïxb;NULL;2011-08-26
3187;Shaw, K.;	;Royal Babylon (An Alarming History of European Royalty);	;Royal Babylon;	;;	;Virgin;	1999	1999	;studie;	;z318e;	;Leopold I van België, Ludwig II van Beieren, e.a.;	;George V van Groot-Brittannië, George III van Groot-Brittannië, Frederik Willem I van Pruisen, Lodewijk XV van Frankrijk, Victoria van Groot-Brittannië, Catharina II de grote van Rusland, Peter I de grote van Rusland;	;;;NULL
2944;Osen, D.;	;Royal Scandals (True tales of Sex, Lust, and Greed);	;Royal Scandals;	;;	;MetroBooks;	1995	1995	;fotoboek;	;l294e;	;Elisabeth I van Engeland, Nicolaas II van Rusland, e.a.;	;Grace Kelly, Lodewijk XIV de zonnekoning van Frankrijk, Diana Spencer, Alfonso I van Este-Modena, John F. Kennedy, Masako van Japan, Wallis Warfield Simpson, Sarah Ferguson, Clovis I van Frankenland, Hendrik VIII van Engeland;	;i;;NULL
2924;Hilliam, D.;	;Kings, Queens, Bones and Bastards (Who's Who in the..);	;Kings, Queens, Bones and Bastards;	;;	;Sutton Publishing;	1998	1998	;biografieën;	;l292e;	;Edward II van Engeland, Karel II van Groot-Brittannië, e.a.;	;Eleonora van Aquitanië, George I van Groot-Brittanië, Edward de martelaar van Wessex, Hendrik II van Engeland, Albert van Saksen-Coburg, Anna van Denemarken, Catherine Howard, Catharina van Frankrijk, Edith Zwanehals, Edward de belijder van Wessex;	;xqw;;NULL
3217;Cawthorne, N.;	;Sex Lives of the Great Dictators (An irreverent exposé of..);	;Sex Lives of the Great Dictators;	;Sex Lives of;	;Prion;	1996	1996	;biografieën;	;z321e;	;Adolf Hitler, Napoleon Bonaparte, Kemal Atatürk, e.a.;	;Farouk I van Egypte, Benito Mussolini, Pauline Bonaparte, Idi Amin van Oeganda, Jean Bokassa I van Centraal-Afrika, Mohammed Reza van Iran, Saddam Hoessein van Irak, Juan Péron, Kim Il-sung van Korea, Fidel Castro, Eva Braun, Imelda Marcos, Mao Tse-tung;	;ìx;;NULL
3227;Cawthorne, N.;	;Sex Lives of the Popes (An irreverent exposé of..);	;Sex Lives of the Popes;	;Sex Lives of;	;Prion;	1996	1997	;studie;	;z322e;	;paus Leo X de' Medici, Paulus III Farnese, e.a.;	;paus Alexander VI Borgia, paus Clemens VII de Medici, paus Benedictus IX, paus Anacletus II Pierleoni, paus Bonifacius VIII, paus Clement VI, paus Johannes XII, paus Sixtus IV della Rovere, paus Benedictus XII, paus Julius II della Rovere, paus Pius II, Cesare Borgia, paus Johannes XXIII, paus Paulus IV Carafa;	;íxP;;NULL
2894;Walsh, M.J. (ed.);	;Lives of the Popes (Illustrated Biographies of Every Pope..);	;Lives of the Popes;	;;	;Salamander Books Ltd;	1998	1998	;biografieën;	;l289e;	;paus Innocent IV, Pius II, Benedictus VIII, Urbanus VI, e.a.;	;paus Gregorius I de heilige, Johannes XII, Leo I de grote, Innocent III, Sixtus IV della Rovere, Alexander VI Borgia, Leo X de' Medici, Clemens VII de' Medici, Victor de heilige, Paulus III Farnese, Clemens XIII, Pius IX, Pius XII, Benedictus XIV;	;ixP;;NULL
5402;Vehse, C.E.;	;Die Höfe zu Hessen;	;Die Höfe zu Hessen;	;Geschichte der Deutschen Höfe;	;Kiepenheuer;	0	1991	;studie;	;b540d;	;Filips I de grootmoedige van Hessen, e.a.;	;Ludwig III van Hessen-Darmstadt, Willem IV de wijze van Hessen-Kassel, Willem II van Hessen, Frederik I van Zweden, Jérôme Bonaparte, Amalie Elisabeth van Hanau-Münzenberg, Frederik II van Hessen-Kassel, Ludwig IX van Hessen-Darmstadt;	;xï;;NULL
3237;Robinson, J.M.;	;The Dukes of Norfolk;	;The Dukes of Norfolk;	;;	;Phillimore;	1983	1995	;biografieën;	;z323e;	;Thomas Howard van Norfolk, Henry 'The Poet Earl' van Surrey, e.a.;	;John Howard van Norfolk, Saint Philip Howard van Arundel, Henry Frederick Howard, Henry Charles Howard, Thomas Howard van Suffolk, Mary Howard, Catherine Howard, Alathea Talbot, kardinaal Philip Howard, Anne Somerset;	;xi;;NULL
2954;Cordfunke, E.H.P.;	;Zita (keizerin van Oostenrijk, koningin van Hongarije);	;Zita;	;;	;De Bataafse Leeuw;	0	1986	;biografie;	;l295n;	;Zita van Bourbon-Parma;	;Karel I van Oostenrijk, Robert van Bourbon-Parma, Maria Antonia van Portugal, Otto van Habsburg, Max van Oostenrijk, Robert van Habsburg, Sixtus van Bourbon-Parma, Xavier van Bourbon-Parma, Felix van Bourbon-Parma;	;xïí;;NULL
2390;Elliot, J.H.;	;Imperial Spain 1469-1716;	;Imperial Spain 1469-1716;	;;	;Pelican Books;	1963	1970	;studie;	;p239e;	;Filips II van Spanje, Ferdinand II van Aragon, e.a.;	;Karel V van Oostenrijk, Filips IV van Spanje, Karel II van Spanje, Isabella I de katholieke van Kastilië, Filips III van Spanje, paus Hadrianus VI, Fernando Alvarez de Toledo van Alva, Juan José van Spanje;	;x;;NULL
5412;Bertin, C.;	;Marie Bonaparte (A Life);	;Marie Bonaparte;	;;	;Quartet Books;	1982	1983	;biografie;	;b541e;	;Marie Bonaparte;	;Roland Bonaparte, Justine Ruflin, Georg van Griekenland, Pierre Bonaparte, Constantijn I van Griekenland, Sigmund Freud, Peter van Griekenland, Georg I van Griekenland, Waldemar van Denemarken, Anna Freud, Christian de Villeneuve, Irene Outchinikova;	;xï;;NULL
5422;Prop, G.;	;De historie van het oude Gelre onder eigen vorsten tot 1543;	;;	;;	;Thieme & Cie Zutphen;	1963	1963	;studie;	;b542n;	;Karel van Egmond en Gelre, e.a.;	;Reinout IV van Gelre en Gulik, Reinout II de zwarte van Gelre, Reinout I van Gelre, Willem van Gelre en Gulik, Arnold van Egmond en Gelre, Otto II van Zutphen, Adela van Hamaland, Elisabeth van Brunswijk-Lüneburg, Otto I van Zutphen, Maarten van Rossem;	;ï;;NULL
3247;Farr, E.;	;The Untold Love Story (Marie Antoinette & Count Fersen);	;The Untold Love Story;	;;	;Allison & Busby Ltd;	1995	1997	;studie;	;z324e;	;Marie Antoinette van Oostenrijk, Axel Fersen;	;Lodewijk XVI van Frankrijk, Maria Theresia van Oostenrijk, Jozef II van Oostenrijk, Karel X van Frankrijk, Valentin Esterhazy, Lodewijk XVIII van Frankrijk, Marie Thérèse van Frankrijk;	;;;NULL
2410;Harvey, J.;	;The Plantagenets;	;The Plantagenets;	;British Monarchs Series II;	;Fontana / Collins;	1948	1975	;biografieën;	;p241e;	;Edward I van Engeland, Hendrik VI van Engeland, e.a.;	;Richard I leeuwenhart van Engeland, Edward III van Engeland, Hendrik II van Engeland, Hendrik V van Engeland, Richard III van Engeland, Edward IV van Engeland, Edward II van Engeland, Richard II van Engeland, John Lackland van Engeland, Hendrik III;	;ïx;;NULL
2400;Kenyon, J.P.;	;The Stuarts;	;The Stuarts (A study in Kingship);	;British Monarchs Series IV;	;Fontana / Collins;	1958	1975	;biografieën;	;p240e;	;Karel I van Groot-Brittannië, Karel II van Groot-Brittannië, e.a.;	;Jacobus I van England en Schotland, Jacobus II van Groot-Brittannië, Willem III Groot-Brittannië en Oranje, Mary II van Groot-Brittannië, Anne van Groot-Brittannië, George Villiers van Buckingham, Edward Hyde van Clarendon;	;ïx;;NULL
5442;Strootman, dr. K.E.W.;	;Van Wasa tot Bernadotte;	;Van Wasa tot Bernadotte;	;;	;W.J. Thieme & Cie;	1923	1923	;;	;b544n;	;Gustaaf III van Zweden, Gustaaf IV van Zweden, e.a.;	;Karel XIII van Zweden, Karel XIV Johan van Zweden (Jean Baptiste Bernadotte), Charlotte van Holstein-Gottorp, Sophia Albertina van Zweden, Axel Fersen;	;ï;;NULL
5432;Plaidy, J.;	;Voorspel tot de kroon;	;Queen in waiting;	;The Georgian Saga;	;A.J. Luitingh;	0	0	;roman;	;b543n;	;Caroline van Brandenburg-Ansbach;	;Eleonora Erdmuthe Louise van Saksen-Eisenach, Sophie Charlotte van Hannover I, George II van Groot-Brittannië en Hannover;	;;;NULL
2964;Jaeckel, G.;	;Die Deutschen Kaiser (Eine illustrierte Geschichte..);	;Die Deutschen Kaiser;	;;	;Stalling;	1980	1980	;biografieën;	;l296d;	;Karel V van Oostenrijk, Jozef II van Oostenrijk, e.a.;	;Karel de grote van Frankenland, Frans Jozef I van Oostenrijk, Wilhelm II van Pruisen, Karel IV van Luxemburg, Maximiliaan I van Oostenrijk, Rudolf II van Oostenrijk, Frederik II van Hohenstaufen, Otto I de grote van Duitsland, Ludwig IV de Beier;	;i;;NULL
3347;Boom, Belvédère;	;Op het lijf geschreven (Bekendheden en hun lijfarts);	;Op het lijf geschreven;	;;	;Belvédère/Overveen;	1995	0	;studie;	;z334n;	;Catharina II de grote van Rusland, Napoleon Bonaparte, e.a.;	;Willem III van Groot-Brittannië en Oranje, Maria Theresia van Oostenrijk, Karel I van Groot-Brittannië, Lodewijk XIV van Frankrijk, Frederik III van Pruisen, Filips II van Spanje, Marcus Aurelius van Rome, Nicolaas II van Rusland, Adolf Hitler;	;ï;;NULL
3357;Koenhein, A.J.M., e.a.;	;Johan Wolfert van Brederode 1599-1655;	;Johan Wolfert van Brederode 1599-1655;	;;	;Walburg Pers;	1999	1999	;biografie;	;z335n;	;Johan Wolfert van Brederode;	;Anna Johanna van Nassau-Siegen, Louise Christine van Solms-Braunfels, Walraven IV van Brederode, Walraven III van Brederode, Theodora van Haaften, Wilhelmina van Haaften, Floris van Brederode;	;ix;;NULL
3367;Seagrave, St.;	;The Yamato Dynasty (The Secret History of...);	;The Yamato Dynasty;	;;	;Bantam Press;	0	1999	;biografieën;	;z336e;	;Herohito van Japan, e.a.;	;Mutsuhito van Japan, Chichibu van Japan, Yoshihito van Japan, Naruhito van Japan, Sadako van Japan, Nagako van Japan, Haruko van Japan, Masako van Japan;	;xï;;NULL
5572;Chia-yu, W., T'ang, T.C.;	;Loves and Lives of Chinese Emperors;	;Loves and Lives of Chinese Emperors;	;;	;Mei Ya Publications;	1972	1972	;verhalen;	;b557e;	;T'zu-hsi van China, Wu-ti van China, e.a.;	;Hsiao-wen van China, Dorgon van China, Ming Wu-Tsung van China, Qianlong van China (Kao-tsung), Xangxi van China (Shang-tsu), Kung van China, Wu Zetian van China, Ah Chiao van China, Chu Yuan-chang van China;	;;;NULL
5582;Reiser, R.;	;Die Thurn und Taxis (Das Privatleben einer Fürsten-Dynastie);	;Die Thurn und Taxis;	;;	;Middelbayerische Druck;	1998	1998	;biografieën;	;b558d;	;Johannes van Thurn und Taxis, e.a.;	;Maria Gloria van Schönburg-Glauchau, Maximilian Anton van Thurn und Taxis, Maximilian Karl van Thurn und Taxis, Karl August van Thurn und Taxis, Mathilde Therese van Mecklenburg-Strelitz;	;ïx;;NULL
3407;Zimmermann, I.;	;Sachsens Markgrafen, Kurfürsten und Könige;	;Sachsens Markgrafen, Kurfürsten und Könige;	;;	;Koehler & Amelang;	1997	1997	;studie;	;z340d;	;Augustus II de sterke van Polen en Saksen, e.a.;	;Anton van Saksen, Frederik Augustus III van Saksen, Johan van Saksen, Georg de baardige van Saksen, Albrecht de beheerste van Saksen, Frederik August I van Saksen;	;ï;;NULL
3004;Schad, M.;	;Bayerns Königshaus (Die Familiengeschichte..);	;Bayerns Königshaus;	;;	;Bechtermünz;	1994	1999	;biografieën;	;l300d;	;Ludwig I van Beieren, Rupprecht van Beieren, e.a.;	;Ludwig II van Beieren, Otto van Beieren, Max II van Beieren, Max I Joseph van Beieren, Luitpold van Beieren, Ludwig III van Beieren, Albrecht van Beieren, Marie van Pruisen, Therese van Saksen-Hildburghausen, Caroline van Baden;	;ix;;NULL
5602;Crüwell, K.;	;Von Fürsten, Quellen und Roulette (.. Bad Homburger..);	;Von Fürsten, Quellen und Roulette;	;;	;Waldemar Kramer;	1996	1996	;verhalen;	;b560d;	;Friedrich VI Joseph van Hessen-Homburg, e.a.;	;Friedrich V Ludwig van Hessen-Homburg, Friedrich III Jacob van Hessen-Homburg, Friedrich IV Karl van Hessen-Homburg, Elizabeth van Groot-Brittannië, Caroline van Hessen-Darmstadt, Marianne van Hessen-Homburg, Friedrich II van Hessen-Homburg;	;ïx;;NULL
3397;Praschl-Bichler, G.;	;Gott gebe, dass das Glück andauere (Liebesgeschichten..);	;Gott gebe, dass das Glück andauere;	;;	;Wilhelm Heyne;	1997	1999	;verhalen;	;z339d;	;Leopold II van Oostenrijk, e.a.;	;Rudolf van Oostenrijk, Frans Josef I van Oostenrijk, Frans II van Oostenrijk, Marie Louise van Oostenrijk, Frans Ferdinand van Oostenrijk, Ludwig Salvator van Oostenrijk, Maximiliaan van Mexico, Sissi van Beieren, Ferdinand IV van Oostenrijk-Toskane;	;ïx;;NULL
